Date of Launch,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
2019-11-27,Dove 4p-11 (0 Flock 4p-11 2231),Dove 4p-11,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081F,44809.0,
2019-11-27,Dove 4p-4 (0 Flock 4p-4 2310),Dove 4p-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081H,44811.0,
2019-11-27,Dove 4p-3 (0 Flock 4p-3 2304 ),Dove 4p-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,,,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081J,44812.0,
2019-11-25,Cosmos 2542,Cosmos 2542,Russia,Russia,Ministry of Defense,Military,Earth/Space Observation,,LEO,SUN-SYNCHRONOUS,0.0,368.0,856.0,0.0349,97.9,96.9,,,,2019-11-25,,Unknown,Russia,Plesetsk Cosmodrome,Soyuz-2.1v,2019-079A,44797.0,Believed to be surveillance satellite - released subsatellite thought to be an inspector - Cosmos 2543
2019-11-25,Cosmos 2543,Cosmos 2543,Russia,Russia,Ministry of Defense,Military,Earth/Space Observation,,LEO,SUN-SYNCHRONOUS,0.0,368.0,856.0,0.0349,97.9,96.9,,,,2019-11-25,,Unknown,Russia,Plesetsk Cosmodrome,Soyuz-2.1v,2019-079D,44835.0,
2019-11-13,Ningxia-1 02,Ningxia-1 02,China,China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,886.0,897.0,0.000757,45.0,102.8,100.0,,,2019-11-13,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 6,2019-076B,44780.0,
2019-11-13,Ningxia-1 01,Ningxia-1 01,China,China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,887.0,898.0,0.000757,45.0,102.8,100.0,,,2019-11-13,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 6,2019-076A,44779.0,
2019-11-13,Ningxia-1 04,Ningxia-1 04,China,China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,884.0,898.0,0.000964,45.0,102.8,100.0,,,2019-11-13,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 6,2019-076D,44782.0,
2019-11-13,Jilin-1 Gaofen 02A,Jilin-1 GaoFen 02A,China,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Multispectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,537.0,554.0,0.00123,97.5,95.4,95.0,,,2019-11-13,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2019-075A,44777.0,High resolution multi-spectral imaging.
2019-11-13,Ningxia-1 05,Ningxia-1 05,China,China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,884.0,897.0,0.000895,45.0,102.8,100.0,,,2019-11-13,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 6,2019-076E,44783.0,
2019-11-13,Ningxia-1 03,Ningxia-1 03,China,China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,NON-POLAR INCLINED,0.0,886.0,897.0,0.000757,45.0,102.8,100.0,,,2019-11-13,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 6,2019-076C,44781.0,
2019-11-03,SRSS-1 (Sudan Remote Sensing Satellite 1),SRSS-1,China,Sudan,Government of Sudan,Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,485.0,505.0,0.00146,97.5,94.5,50.0,,,2019-11-03,,Shenzhen Aerospace Oriental Red Sea Satellite Co.,China,Taiyuan Launch Center,Long March 4B,2019-072B,44704.0,Sudan's first satellite. Both government and military purposes.
2019-11-03,Gaofen 7,Gaofen 7,NR,China,Ministry of Natural Resources/Ministry of Housing and Urban-Rural Development/National Bureau of Statistics,Government,Earth Observation,Optical Imaging ,LEO,SUN-SYNCHRONOUS,0.0,487.0,505.0,0.00131,97.5,94.5,9.0,,,2019-11-03,,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2019-072A,44703.0,Collect three-dimensional mapping imagery.
2019-10-04,Gaofen 10,Gaofen 10,NR,China,China National Academy of Sciences (CNSAS),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,611.0,621.0,0.000716,97.8,97.03,1000.0,,,2019-10-04,8.0,Shanghai Academy of Spaceflight Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2019-066A,44622.0,
2019-09-26,"EKS-3 (Integrated Space System, Cosmos 2541, Tundra 13L) ",Cosmos 2541,Russia,Russia,Ministry of Defense,Military,Earth Observation,Early Warning,ELLIPTICAL,MOLNIYA,0.0,1615.0,38737.0,0.699,63.8,717.7,,,,2019-09-26,,RKK Energia,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2019-065A,44552.0,Third in the EKS series.
2019-09-19,Zhuhai 1 (OHS 7),OHS-7,NR,China,Zhuhai Orbita Control Engineering Co. Ltd.,Commercial,Earth Observation,Hyperspectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,492.0,511.0,0.00138,97.4,94.6,55.0,,,2019-09-19,,Zhuhai Orbita Control Engineering Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-060E,44538.0,7 surveillance of satellites in LEO.
2019-09-19,Zhuhai 1 (OHS 8),OHS-8,NR,China,Zhuhai Orbita Control Engineering Co. Ltd.,Commercial,Earth Observation,Hyperspectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,491.0,511.0,0.00146,97.4,94.6,55.0,,,2019-09-19,,Zhuhai Orbita Control Engineering Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-060F,44539.0,8 surveillance of satellites in LEO.
2019-09-19,Zhuhai 1-03 (OVS-3),OVS-3,NR,China,Zhuhai Orbita Control Engineering Co. Ltd.,Commercial,Earth Observation,Video Imaging,LEO,SUN-SYNCHRONOUS,0.0,494.0,511.0,0.00124,97.4,94.6,55.0,,,2019-09-19,,Zhuhai Orbita Control Engineering Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-060A,44534.0,OVS surveillance of satellites o  LEO.
2019-09-19,Zhuhai 1 (OHS 6),OHS-6,NR,China,Zhuhai Orbita Control Engineering Co. Ltd.,Commercial,Earth Observation,Hyperspectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,494.0,511.0,0.00124,97.4,94.6,55.0,,,2019-09-19,,Zhuhai Orbita Control Engineering Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-060D,44537.0,6 surveillance of satellites in LEO.
2019-09-19,Zhuhai 1 (OHS 5),OHS-5,NR,China,Zhuhai Orbita Control Engineering Co. Ltd.,Commercial,Earth Observation,Hyperspectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,494.0,511.0,0.00124,97.4,94.6,55.0,,,2019-09-19,,Zhuhai Orbita Control Engineering Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-060C,44536.0,5 surveillance of satellites in LEO.
2019-09-14,Ziyuan 1-2D,Ziyuan 1-2D,NR,China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,Hyperspectral Imaging,LEO,SUN-SYNCHRONOUS,0.0,748.0,758.0,0.000702,98.5,99.8,2650.0,,,2019-09-14,5.0,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4B,2019-059A,44528.0,Hyperspectral imaging
2019-09-12,Jingshi-1 (BNU-1),Jingshi-1,NR,China,Chinese University Corporation for Polar Research,Civil,Earth Observation,Optical Imaging/Automatic Identification System (AIS),LEO,SUN-SYNCHRONOUS,0.0,732.0,749.0,0.0012,98.6,99.6,16.0,,,2019-09-12,,Shenzhen Aerospace Dongfanghong Development Ltd.,China,Taiyuan Launch Center,Long March 4B,2019-059B,44529.0,"Study polar ice, also examine by AIS ships traversing polar region."
2019-08-30,GEO IK2 13L (Cosmos 2540),Cosmos 2540,Russia,Russia,Ministry of Defense,Military,Earth Science,,LEO,SUN-SYNCHRONOUS,0.0,945.0,958.0,0.000888,99.3,103.9,900.0,,,2019-08-30,5.0,ISS Reshetnev,Russia,Plesetsk Cosmodrome,Rokot,2019-057A,44517.0,"Designed to measure variations in the EarthÕs gravitational field, to build aÊhigh-precision geodetic network in the geocentric coordinate system, as well as study continental plate motion, tides, the EarthÕs rotation and coordinates of poles."
2019-08-19,BlackSky Global 4,BlackSky Global 4,USA,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,538.0,549.0,0.000796,45.01,95.5,56.0,,,2019-08-19,,Spaceflight Industries,USA,Rocket Lab Launch Complex 1,Electron,2019-054E,44499.0,
2019-08-19,BRO-1,BRO-1,France,France,UnseenLabs,Commercial,Earth Observation,Maritime Surveillance,LEO,NON-POLAR INCLINED,0.0,536.0,550.0,0.00101,45.01,95.5,8.0, 8 ,,2019-08-19,,GomSpace ApS,Denmark,Rocket Lab Launch Complex 1,Electron,2019-054A,44495.0,Maritime surveillance by spectrum monitoring.
2019-08-17,Qiancheng-01,Qiancheng-01,NR,China,Qiansheng Exploration Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,529.0,560.0,0.00224,97.6,95.5,65.0,,,2019-08-17,,Qiansheng Exploration Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Jielong 1,2019-052A,44486.0,Possible constellation of earth observing satellites.
2019-08-17,Xingshidai 5,Xingshidai 5,NR,China,Chengdu Guoxing Aerospace Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,529.0,560.0,0.00224,97.6,95.5,10.0,,,2019-08-17,,MinoSpace Technology,China,Jiuquan Satellite Launch Center,Jielong 1,2019-052C,44488.0,
2019-07-26,Yaogan 30-5-3 (Remote Sensing Satellite 30-5-3),Yaogan 30-5-3 ,NR,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,587.0,603.0,0.00115,35.0,96.6,,,,2019-07-26,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2019-045C,44451.0,Sensing surveillance of satellites in LEO.
2019-07-26,Yaogan 30-5-2 (Remote Sensing Satellite 30-5-2),Yaogan 30-5-2 ,NR,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,588.0,605.0,0.00122,35.0,96.6,,,,2019-07-26,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2019-045B,44450.0,Sensing surveillance of satellites in LEO.
2019-07-26,Yaogan 30-5-1 (Remote Sensnig Satellite 30-5-1),Yaogan 30-5-1 ,NR,China,Chinese Ministry of National Defense,Military,Earth Observation,Electronic Intelligence,LEO,NON-POLAR INCLINED,0.0,589.0,604.0,0.00108,35.0,96.6,,,,2019-07-26,,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2019-045A,44449.0,Sensnig surveillance of satellites in LEO.
2019-07-05,ICEYE-X4 (ICEYE POC 4),ICEYE-X4,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,564.0,594.0,0.00216,97.7,96.2,80.0,,,2019-07-05,,ICEYE Ltd.,Finland,Vostochny Cosmodrome,Soyuz-2.1b,2019-038D,44390.0,ICEYE surveillance of satellites r  LEO.
2019-07-05,ICEYE-X5 (ICEYE POC 5),ICEYE-X5,Finland,Finland,ICEYE Ltd.,Commercial,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,564.0,590.0,0.00187,97.7,96.2,80.0,,,2019-07-05,,ICEYE Ltd.,Finland,Vostochny Cosmodrome,Soyuz-2.1b,2019-038C,44389.0,ICEYE surveillance of satellites r  LEO.
2019-07-05,Lemur-2 Alex-Maddy (Lemur 2FM106),Lemur 2FM106,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,514.0,546.0,0.00232,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038X,44407.0,Maddy surveillance of satellites or LEO.
2019-07-05,Lemur-2 DustInTheWind (Lemur 2FM105) ,Lemur 2FM105,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,515.0,546.0,0.00225,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038V,44405.0,Lemur surveillance of satellites or LEO.
2019-07-05,Lemur-2 Ejatta (Lemur 2FM104),Lemur 2FM104,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,515.0,546.0,0.00225,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038Z,44409.0,Lemur surveillance of satellites or LEO.
2019-07-05,Lemur-2 GregRobinson (Lemur 2FM108),Lemur 2FM108,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,515.0,543.0,0.00203,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038AB,44411.0,Lemur surveillance of satellites or LEO.
2019-07-05,Lemur-2 Morag (Lemur 2FM101),Lemur 2FM101,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,516.0,545.0,0.0021,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038T,44403.0,Lemur surveillance of satellites in LEO.
2019-07-05,Lemur-2 Wanli (Lemur 2FM102),Lemur 2FM102,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,513.0,547.0,0.00246,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038S,44402.0,Lemur surveillance of satellites or LEO.
2019-07-05,Lemur-2 Yndrd (Lemur 2FM103),Lemur 2FM103,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,515.0,544.0,0.0021,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038AE,44414.0,Lemur surveillance of satellites or LEO.
2019-07-05,Lemur-2 LillyJo (Lemur 2FM107),Lemur 2FM107,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,514.0,547.0,0.00239,97.5,95.2,10.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz-2.1b,2019-038L,44396.0,Lemur surveillance of satellites or LEO.
2019-07-05,Meteor-M 2.2,Meteor-M 2.2,Russia,Russia,Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET),Government,Earth Observation,Meteorology,LEO,SUN-SYNCHRONOUS,0.0,812.0,815.0,0.000209,98.5,101.1,2900.0,,,2019-07-05,5.0,VNIIEM,Russia,Vostochny Cosmodrome,Soyuz-2.1b,2019-038A,44387.0,2 surveillance of satellites or LEO.
2019-06-29,Painani-1,Painani-1,Mexico,Mexico,Mexico Secretariat of National Defense (SEDENA),Military,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,447.0,460.0,0.000953,45.0,93.6,4.0,,,2019-06-29,,AIVT by Mexican University of the Army and Air Force,Mexico,Rocket Lab Launch Complex 1,Electron,2019-037A,44365.0,Low resolution earth observation.
2019-06-29,BlackSky Global 3,BlackSky Global 3,USA,USA,BlackSky Global,Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,450.0,461.0,0.000806,45.1,93.7,56.0,,,2019-06-29,,Spaceflight Industries,USA,Rocket Lab Launch Complex 1,Electron,2019-037C,44367.0,Third of a planned 60-satellite constellation.
2019-06-25,"COSMIC 2-3 (COSMIC FM-3, Formosat 7C)",COSMIC 2-3,NR,Taiwan,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,708.0,724.0,0.00113,24.0,99.0,280.0,,,2019-06-25,5.0,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy,2019-036E,44343.0,"Collect atmospheric data for weather prediction and for ionosphere, climate and gravity research. "
2019-06-25,"COSMIC 2-5 (COSMIC FM-5, Formosat 7E)",COSMIC 2-5,NR,Taiwan,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,709.0,724.0,0.00106,24.0,99.0,280.0,,,2019-06-25,5.0,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy,2019-036V,44358.0,"Collect atmospheric data for weather prediction and for ionosphere, climate and gravity research. "
2019-06-25,"COSMIC 2-4 (COSMIC FM-4, Formosat 7D)",COSMIC 2-4,NR,Taiwan,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,710.0,724.0,0.000988,24.0,99.0,280.0,,,2019-06-25,5.0,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy,2019-036M,44350.0,"Collect atmospheric data for weather prediction and for ionosphere, climate and gravity research. "
2019-06-25,"COSMIC 2-6 (COSMIC FM-6, Formosat 7F)",COSMIC 2-6,NR,Taiwan,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,708.0,724.0,0.00113,24.0,99.0,280.0,,,2019-06-25,5.0,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy,2019-036Q,44353.0,"Collect atmospheric data for weather prediction and for ionosphere, climate and gravity research. "
2019-06-25,"COSMIC 2-2 (COSMIC FM-2, Formosat 7B)",COSMIC 2-2,NR,Taiwan,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,710.0,724.0,0.000988,24.0,99.0,280.0,,,2019-06-25,5.0,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy,2019-036N,44351.0,"Collect atmospheric data for weather prediction and for ionosphere, climate and gravity research. "
2019-06-25,"COSMIC 2-1 (COSMIC FM-1, Formosat 7A)",COSMIC 2-1,NR,Taiwan,Taiwan's National Space Organization/National Oceanographic and Atmospheric Admistration (NOAA),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,709.0,721.0,0.000847,24.0,99.0,280.0,,,2019-06-25,5.0,Surrey Satellite Technology Ltd.,UK,Cape Canaveral,Falcon Heavy,2019-036L,44349.0,"Collect atmospheric data for weather prediction and for ionosphere, climate and gravity research. "
2019-06-12,RCM-3 (Radar Constellation Mission 3),RCM-3,Canada,Canada,Canadian Space Agency,Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,584.0,603.0,0.00136,97.7,96.6,1430.0,,,2019-06-12,7.0,MDA Corporation,Canada,Vandenberg AFB,Falcon 9,2019-033C,44324.0,Constellation surveillance of satellites r  LEO.
2019-06-12,RCM-2 (Radar Constellation Mission 2),RCM-2,Canada,Canada,Canadian Space Agency,Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,584.0,603.0,0.00136,97.7,96.6,1430.0,,,2019-06-12,7.0,MDA Corporation,Canada,Vandenberg AFB,Falcon 9,2019-033B,44323.0,Constellation surveillance of satellites r  LEO.
2019-06-12,RCM-1 (Radar Constellation Mission 1),RCM-1,Canada,Canada,Canadian Space Agency,Government,Earth Observation,Radar Imaging,LEO,SUN-SYNCHRONOUS,0.0,584.0,604.0,0.00144,97.7,96.6,1430.0,,,2019-06-12,7.0,MDA Corporation,Canada,Vandenberg AFB,Falcon 9,2019-033A,44322.0,"Three-satellite constellation, $900 million mission surveying the Arctic, maritime waters, forests and farmland for the Canadian government."
2019-06-05,Bufeng-1B,Bufeng-1B,NR,China,China Academy of Space Technology (CAST),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,554.0,576.0,0.00159,45.0,96.0,,,,2019-06-05,,China Academy of Space Technology (CAST),China,Yellow Sea Launch Platform,Long March 11,2019-032E,44314.0,
2019-06-05,Bufeng-1A,Bufeng-1A,NR,China,China Academy of Space Technology (CAST),Government,Earth Observation,Meteorology,LEO,NON-POLAR INCLINED,0.0,555.0,575.0,0.00144,45.0,96.0,,,,2019-06-05,,China Academy of Space Technology (CAST),China,Yellow Sea Launch Platform,Long March 11,2019-032C,44312.0,Measure wind speeds over the ocean.
2019-06-05,Jilin-1 (High Resolution 03-A),Jilin-1,NR,China,Chang Guang Satellite Technology Co. Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,NON-POLAR INCLINED,0.0,555.0,575.0,0.00144,45.0,96.0,42.0,,,2019-06-05,,Chang Guang Satellite Technology Co. Ltd.,China,Yellow Sea Launch Platform,Long March 11,2019-032A,44310.0,First sea launch for China.
2019-05-22,RISat-2B (Radar Imaging Satellite 2B),RISat-2B,India,India,Ministry of Defense,Military,Earth Observation,Radar Imaging,LEO,NON-POLAR INCLINED,0.0,550.0,557.0,0.000506,37.0,96.0,615.0,,,2019-05-22,,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2019-028A,44233.0,"X-band radar imaging instrument capable of resolving structures and features on EarthÕs surface, regardless of daylight or weather conditions."
2019-04-29,Tianhui 2-02,Tianhui 2-02,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,504.0,517.0,0.000945,97.4,94.8,2500.0,,,2019-04-29,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4B,2019-024B,44209.0,
2019-04-29,Tianhui 2-01,Tianhui 2-01,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,500.0,516.0,0.00116,97.4,94.8,2500.0,,,2019-04-29,,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4B,2019-024A,44207.0,
2019-04-01,Dove 4a-19 (0 Flock 4a-19 2235),Dove 4a-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,492.0,508.0,0.00116,97.5,94.6,4.0,,,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018N,44090.0,
2019-04-01,Lemur-2 Beaudacious (Lemur 2FM98),Lemur 2FM98,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,SUN-SYNCHRONOUS,0.0,493.0,510.0,0.00124,97.5,96.5,10.0,,,2019-04-01,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-018H,44085.0,Lemur surveillance of satellites or LEO.
2019-04-01,Dove 4a-2 (0 Flock 4a-2 2201),Dove 4a-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,SUN-SYNCHRONOUS,0.0,494.0,510.0,0.00116,97.5,94.7,4.0,,,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018C,44080.0,
